,fecha_view,tipo,sitio_web,nombre_id,precio,puntuacion,direccion,descripccion,ciudad,n_habitaciones
8,2022-10-31,hotel,https://www.expedia.com///Quito-Hotels-Old-Town-Quito-Suites.h21549097.Hotel-Information?chkin=2022-11-02&chkout=2022-11-03&x_pwa=1&rfrr=HSR&pwa_ts=1667276014718&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jb20vSG90ZWwtU2VhcmNo&useRewards=true&rm1=a2&regionId=3623&destination=Quito%2C+Pichincha%2C+Ecuador&destType=MARKET&neighborhoodId=553248635976384700&trackingData=AAAAAQAAAAEAAAAQi0BMAXL5KkRhSg5-M4yqIZNA9SXH-WhMnuI5xrzzHBO9wPvSzx-LUDZSf-MyCN_xyOII92L4LUt5F9jcu7ilfrkAh44WrUC0GU5f_o-1BtIkMky_c5Z0FlemtNXMYXnZOSv30WiNXYiCPs-vjBU2YNqqoq3dLRzUd2oyDDC6uASpPqYwLeV_lC-ehV30PHXBlDrl6mEE_Y3K7YTiPw5lKQKuo7tAxLXNMuKNLZphC_yndjuukaF4lpDj9yAAXf5LHOQZMWhqjHkPe1teTupMddTNNIwxygYcCd6BTvh-A9Y3MJ1FSBi3eAaerGSICFLPxadY0A2siIvO-nVwWe9JXUKXS5JJBIT06F5Kqvz1jjXjmpQr-ws5RMPpvyhtzHKLpsoeUt0_L6CYxkbJH7XIwtt3oeVLGuw2p8BGhavDRJnBsstLQm98CF5Zji5g3U_v7R-vJ6-7fmPY4NuR7SiDBZrznufYedZhz5a6CEAz39MVklcAt3sw1lkBGOY9mdPT_Jm4QH9lINEMoPm2yFndJ4AcaI8GzEJN7ds3O6tda_yIUYkWwoZNaAefx6rRIkNfcSf75ozUf-3PHKuRuBEc6LjDyQDVHVnLFDldkoMYAAz0tETIhHWsZtn-Pco2oO8-ma8LT6DSH2LmCNZsFl7oagoyyYvsJmf1WhuNCbxNaGK62V6P75cfWwZm-POqMUsYD4g6WMVQYH5a3kyRneXuOIKMC2D0FpK65zpJ8JoFqVowqwDxNwD6aw26aq_CvuyB5Z-_aX6JT66r2HJFz_1emzifUc25XOhzdniUpedahdveC-mtuWXTWZgOhEBcmkw35prcQlY4G57Mjnh52KFv8MQP1dCEsNhNB8DlgX0aqMss8rGqEOEtMidUe_141K_MaKpJxfQMNIiqU5cyJWwNx9mtI6W066Siy1-YLLl_XCSEoVPpNMzi-FTvcNnOklJyP9kVmpvlvRd_anF6OSzrV6cEakGilQURITym3p7i2cNSJSG6FuRsJX-V7ym7nnUmmJP2RF0mb6dML0BbPFVCLod6fLtBoljdtXyBGmQkR97RrY7niB-5Z_yuT5xN_z6tTcy4iqsgf7cw9Npidcg3e6T3xhiabn9iVezvt4DCQrxAovKjmKW2Um7KPadL76L4JhuksoishLP9C7Lm-JNt6xXIlNNcY73zUTF2SNLc5jENroEwEIveJCmtVAYOJ4euQfl8ncASlsEurWJMuXD0yHRxpYzZdxR2VWivvk4tM4LB0OVLlky-_Fd2lRpXdhU4AVLaDM4UGr6zpbytA4TMFew89mrW7t-ra4fD56w5dzNiQ2xFC6PMnRvsvXyqYlCVmd1ze97yvVegFWpyvZ5b-WfJyxRGJgay9UTxoH4QLglujK3Q90C_upNXM-jGjk3O_vaUnsuoMB7GPSccWsymnJ5JuJrwylvzzcrKz2-pbgplhv6_fTdvidR5jpTDlS2uJPjnJ2Do41Yr2dWIyYNwyFXai1bVzD6pKcqUvmE22VSluz1U3XDPYROo6NKPmDbh-2KgpragUsAQIHuC58fBQcx_zu1eO97O-VdRtlNgdtXBaqqntF5Kryw7Obcp1zLHvwafsiZR360dmfMocZ0QUmw-t3xZ5Hb43ed3NpHxpXun6Mb4Nq0UISw2Kd78thFrbqaR4WXRBrnhcTxXIJjA3q8OPs8qbKFRcad1PMdgNnnJjUpdOde5efEAgS1ZbK_ECxtsdYRtuk1eEdablYWygRU5u94QGkuKWDpj_z9WadP2qP0IgWF9T46C8OE1PJw-F-9Ds0DqzIv35HtcHA4IlfS6Y73aY7abPhn8UdK52UguXjYiQq8o7aVw_M2MZVvmL8SZG0Xo2SEzheHjLxNQzfVFLSBaUu0SrUyJD5X4rAma9U4FpmPSLGvcznSkb1kuwPWjMPLk-Kq2aqyedK-c8iK6-Q2eFkkQgGX9h09Zh0cevZxeKt92AdKF3hftRdvPouQEDLXWR1cjSYMazavsj4W3_it0L2bznTUDGb3uY6Epljhd1zO97rsKCJMKt7cYwM7cfnHvZZUy13M8ZApl54O4C5Ym7PIIdb8KYdXX-5ZFz3l0b6HBzHx75AHBLscS0qFXs-byzTuXr-P01nAIazHczcRWqiADK32qkXkPXZhLqPUG1e0oEo1BZeV6tzz2rAComppf9lVKdYXrEtarD_UPwyXA-UtpXDjLmgNIwE7L7PNgd1yPkJQAFfkyKfsUAjQhTZ3PHQ3wwOMObVgQNKoTs1ah7c3GeluZVGiKzwSTnV-NaA2rMvM2On8RjtptICJYUrVnAp7rAjEzZyOIAMALG98vZV3Ei1rrfZhf10LqdTNRbq6ja57MqoZAJ9T4aWLKmZrlDwsP2N0elIMfB5Cs_Rj4O3DObZ-DUJdhuJA%3D&rank=4&testVersionOverride=Buttercup%2C44204.0.0%2C44203.0.0%2C43549.129874.3%2C43550.132977.0%2C31936.102311.0%2C33775.98848.1%2C38414.114301.0%2C39483.0.0%2C38427.115718.1%2C42444.0.0%2C42589.0.0%2C42876.124673.0%2C42973.0.0%2C42974.0.0%2C42975.0.0%2C42976.0.0%2C42802.125960.1%2C33739.99567.0%2C37898.109354.1%2C37930.0.0%2C37949.0.0%2C37354.113955.1%2C43435.128144.0%2C43153.132057.3&slots=&position=9&beaconIssued=&sort=RECOMMENDED&top_dp=158&top_cur=USD&userIntent=&selectedRoomType=221410309&selectedRatePlan=296035353,"Old Town Quito Suites, Apartments & Boutique hotel",158,5.0,"José de Antepara E3-61 y Vicente Léon, San Blas, Quito, Pichincha, 170136",More travel,quito,2
9,2022-10-31,hotel,https://www.expedia.com///Quito-Hotels-Hotel-Stubel-Suites-And-Cafe.h2256234.Hotel-Information?chkin=2022-11-02&chkout=2022-11-03&x_pwa=1&rfrr=HSR&pwa_ts=1667276014718&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jb20vSG90ZWwtU2VhcmNo&useRewards=true&rm1=a2&regionId=3623&destination=Quito%2C+Pichincha%2C+Ecuador&destType=MARKET&neighborhoodId=6326016&sort=RECOMMENDED&top_dp=67&top_cur=USD&userIntent=&selectedRoomType=200452063&selectedRatePlan=210484246,Hotel Stubel Suites and Cafe,67,4.2,"Pasaje Stubel Nro. 1 y León Larrea, Quito, Pichincha, 2460",More travel,quito,2
10,2022-10-31,hotel,https://www.expedia.com///Quito-Hotels-Hotel-San-Francisco-De-Quito.h4460935.Hotel-Information?chkin=2022-11-02&chkout=2022-11-03&x_pwa=1&rfrr=HSR&pwa_ts=1667276014718&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jb20vSG90ZWwtU2VhcmNo&useRewards=true&rm1=a2&regionId=3623&destination=Quito%2C+Pichincha%2C+Ecuador&destType=MARKET&neighborhoodId=6326012&sort=RECOMMENDED&top_dp=68&top_cur=USD&userIntent=&selectedRoomType=215124835&selectedRatePlan=254127940,Hotel San Francisco de Quito,68,4.4,"Sucre Oe 3-17 y Guayaquil, Centro Histórico, Quito",More travel,quito,2
11,2022-10-31,hotel,https://www.expedia.com///Quito-Hotels-Swissotel-Quito.h525738.Hotel-Information?chkin=2022-11-02&chkout=2022-11-03&x_pwa=1&rfrr=HSR&pwa_ts=1667276014718&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jb20vSG90ZWwtU2VhcmNo&useRewards=true&rm1=a2&regionId=3623&destination=Quito%2C+Pichincha%2C+Ecuador&destType=MARKET&neighborhoodId=6308927&sort=RECOMMENDED&top_dp=159&top_cur=USD&userIntent=&selectedRoomType=317045160&selectedRatePlan=386646604,Swissotel Quito,159,4.5,"Av 12 de Octubre y 1820 Luis Cordero, Quito, Pichincha, 1721565",More travel,quito,2
12,2022-10-31,hotel,https://www.expedia.com///Quito-Hotels-Casa-Gangotena.h6793417.Hotel-Information?chkin=2022-11-02&chkout=2022-11-03&x_pwa=1&rfrr=HSR&pwa_ts=1667276014720&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jb20vSG90ZWwtU2VhcmNo&useRewards=true&rm1=a2&regionId=3623&destination=Quito%2C+Pichincha%2C+Ecuador&destType=MARKET&neighborhoodId=553248635976396551&sort=RECOMMENDED&top_dp=307&top_cur=USD&userIntent=&selectedRoomType=214202090&selectedRatePlan=248034740,Casa Gangotena,307,4.8,"Calle Bolívar OE 6-41 & Cuenca, Quito, Pichincha",More travel,quito,2
13,2022-10-31,hotel,https://www.expedia.com///Quito-Hotels-FENIX-HOTEL.h1277747.Hotel-Information?chkin=2022-11-02&chkout=2022-11-03&x_pwa=1&rfrr=HSR&pwa_ts=1667276014720&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jb20vSG90ZWwtU2VhcmNo&useRewards=true&rm1=a2&regionId=3623&destination=Quito%2C+Pichincha%2C+Ecuador&destType=MARKET&sort=RECOMMENDED&top_dp=62&top_cur=USD&userIntent=&selectedRoomType=213014972&selectedRatePlan=385508494,Fenix Hotel,62,4.0,"Queseras del Medio E11-205, Frente al Hospital Militar, Quito, Pichincha, 170150",More travel,quito,2
14,2022-10-31,hotel,https://www.expedia.com///Quito-Hotels-NH-Collection-Quito-Royal.h199468.Hotel-Information?chkin=2022-11-02&chkout=2022-11-03&x_pwa=1&rfrr=HSR&pwa_ts=1667276014719&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jb20vSG90ZWwtU2VhcmNo&useRewards=true&rm1=a2&regionId=3623&destination=Quito%2C+Pichincha%2C+Ecuador&destType=MARKET&neighborhoodId=6326015&sort=RECOMMENDED&top_dp=115&top_cur=USD&userIntent=&selectedRoomType=202021316&selectedRatePlan=210311289,NH Collection Quito Royal,115,4.4,"Cordero 444 y Av. 12 de Octubre, Quito, Pichincha",More travel,quito,2
15,2022-10-31,hotel,https://www.expedia.com///Quito-Hotels-Park-Inn-By-Radisson-Quito.h32787736.Hotel-Information?chkin=2022-11-02&chkout=2022-11-03&x_pwa=1&rfrr=HSR&pwa_ts=1667276014718&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jb20vSG90ZWwtU2VhcmNo&useRewards=true&rm1=a2&regionId=3623&destination=Quito%2C+Pichincha%2C+Ecuador&destType=MARKET&neighborhoodId=6308927&sort=RECOMMENDED&top_dp=67&top_cur=USD&userIntent=&selectedRoomType=221135847&selectedRatePlan=294247884,Park Inn by Radisson Quito,67,4.3,"Avenida Reina Victoria y Calama Esquina, Quito, Pichincha",More travel,quito,2
16,2022-10-31,hotel,https://www.expedia.com///Quito-Hotels-CASA-Q.h13328853.Hotel-Information?chkin=2022-11-02&chkout=2022-11-03&x_pwa=1&rfrr=HSR&pwa_ts=1667276014720&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jb20vSG90ZWwtU2VhcmNo&useRewards=true&rm1=a2&regionId=3623&destination=Quito%2C+Pichincha%2C+Ecuador&destType=MARKET&neighborhoodId=6112385&sort=RECOMMENDED&top_dp=51&top_cur=USD&userIntent=&selectedRoomType=201404546&selectedRatePlan=211801689,Casa Q,51,4.5,"Mariana de Jesús E7-74 y La Pradera, (atrás de edificio telefónica), Quito",More travel,quito,2
0,2022-11-03,hotel,https://www.expedia.com///Ibarra-Hotels-Hacienda-Chorlavi.h4551527.Hotel-Information?chkin=2022-11-10&chkout=2022-11-11&x_pwa=1&rfrr=HSR&pwa_ts=1667499027938&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jb20vSG90ZWwtU2VhcmNo&useRewards=true&rm1=a2&regionId=180439&destination=Ibarra%2C+Ibarra%2C+Imbabura%2C+Ecuador&destType=MARKET&sort=RECOMMENDED&top_dp=107&top_cur=USD&userIntent=&selectedRoomType=200569072&selectedRatePlan=202891608,Hacienda Chorlavi,86,4.4,"Panamericana Norte 4-5, Ibarra, Imbabura, I0103C",More travel,ibarra,2
1,2022-11-03,hotel,https://www.expedia.com///Ibarra-Hotels-Hosteria-Cabanas-Del-Lago.h8410025.Hotel-Information?chkin=2022-11-10&chkout=2022-11-11&x_pwa=1&rfrr=HSR&pwa_ts=1667499027938&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jb20vSG90ZWwtU2VhcmNo&useRewards=true&rm1=a2&regionId=180439&destination=Ibarra%2C+Ibarra%2C+Imbabura%2C+Ecuador&destType=MARKET&sort=RECOMMENDED&top_dp=94&top_cur=USD&userIntent=&selectedRoomType=230463873&selectedRatePlan=276393867,Hostería Cabañas del Lago,94,4.6,"Orillas del Lago San Pablo, Sector Araque, San Pablo del Lago, Imbabura, EC100457",More travel,ibarra,2
2,2022-11-03,hotel,https://www.expedia.com///Ibarra-Hotels-Hotel-La-Giralda.h12381033.Hotel-Information?chkin=2022-11-10&chkout=2022-11-11&x_pwa=1&rfrr=HSR&pwa_ts=1667499027937&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jb20vSG90ZWwtU2VhcmNo&useRewards=true&rm1=a2&regionId=180439&destination=Ibarra%2C+Ibarra%2C+Imbabura%2C+Ecuador&destType=MARKET&sort=RECOMMENDED&top_dp=70&top_cur=USD&userIntent=&selectedRoomType=317757111&selectedRatePlan=386757889,Hotel La Giralda,70,3.6,"Av atahualpa 15-142, y Juan Francisco Bonilla, Ibarra, 100150",More travel,ibarra,2
3,2022-11-03,hotel,https://www.expedia.com///Ibarra-Hotels-Hacienda-Cusin.h30363415.Hotel-Information?chkin=2022-11-10&chkout=2022-11-11&x_pwa=1&rfrr=HSR&pwa_ts=1667499027935&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jb20vSG90ZWwtU2VhcmNo&useRewards=true&rm1=a2&regionId=180439&destination=Ibarra%2C+Ibarra%2C+Imbabura%2C+Ecuador&destType=MARKET&sort=RECOMMENDED&top_dp=130&top_cur=USD&userIntent=&selectedRoomType=216021112&selectedRatePlan=260083487,Hacienda Cusin,130,4.6,"Calle Chiriboga, San Pablo del Lago, Imbabura, 100547",More travel,ibarra,2
4,2022-11-03,hotel,https://www.expedia.com///Ibarra-Hotels-Hosteria-Cananvalle.h4936788.Hotel-Information?chkin=2022-11-10&chkout=2022-11-11&x_pwa=1&rfrr=HSR&pwa_ts=1667499027938&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jb20vSG90ZWwtU2VhcmNo&useRewards=true&rm1=a2&regionId=180439&destination=Ibarra%2C+Ibarra%2C+Imbabura%2C+Ecuador&destType=MARKET&sort=RECOMMENDED&top_dp=71&top_cur=USD&userIntent=&selectedRoomType=200587895&selectedRatePlan=202928806,Hosteria Cananvalle,71,4.8,"1 km from the Pensionado Atahualpa High, Ibarra, Imbabura",More travel,ibarra,2
5,2022-11-03,hotel,https://www.expedia.com///Ibarra-Hotels-Hostal-Casa-Aida.h48746206.Hotel-Information?chkin=2022-11-10&chkout=2022-11-11&x_pwa=1&rfrr=HSR&pwa_ts=1667499027939&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jb20vSG90ZWwtU2VhcmNo&useRewards=true&rm1=a2&regionId=180439&destination=Ibarra%2C+Ibarra%2C+Imbabura%2C+Ecuador&destType=MARKET&sort=RECOMMENDED&top_dp=24&top_cur=USD&userIntent=&selectedRoomType=228015941&selectedRatePlan=260300719,Hostal Casa Aida,24,3.5,"Galo Plaza Lasso 19-291, Entrada al Cuartel Yaguachi, Ibarra, Imbabura, 100150",More travel,ibarra,2
6,2022-11-03,hotel,https://www.expedia.com///Ibarra-Hotels-Hotel-Montecarlo.h37591000.Hotel-Information?chkin=2022-11-10&chkout=2022-11-11&x_pwa=1&rfrr=HSR&pwa_ts=1667499027939&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jb20vSG90ZWwtU2VhcmNo&useRewards=true&rm1=a2&regionId=180439&destination=Ibarra%2C+Ibarra%2C+Imbabura%2C+Ecuador&destType=MARKET&sort=RECOMMENDED&top_dp=62&top_cur=USD&userIntent=&selectedRoomType=314084254&selectedRatePlan=382270614,Hotel Montecarlo,62,4.3,"AVENIDA JAIME RIVADENEIRA 5-55 Y OVIEDO, Ibarra, Provincia de Imbabura",More travel,ibarra,2
7,2022-11-03,hotel,https://www.expedia.com///Ibarra-Hotels-Hostal-Riviera-Sucre.h39665176.Hotel-Information?chkin=2022-11-10&chkout=2022-11-11&x_pwa=1&rfrr=HSR&pwa_ts=1667499027939&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jb20vSG90ZWwtU2VhcmNo&useRewards=true&rm1=a2&regionId=180439&destination=Ibarra%2C+Ibarra%2C+Imbabura%2C+Ecuador&destType=MARKET&sort=RECOMMENDED&top_dp=39&top_cur=USD&userIntent=&selectedRoomType=213924649&selectedRatePlan=246161381,Hostal Riviera Sucre,39,4.5,"Calle Garcia Moreno 380 y Roca, Otavalo, 100450",More travel,ibarra,2
8,2022-11-03,hotel,https://www.expedia.com///Ibarra-Hotels-Hotel-Dona-Esther.h27064128.Hotel-Information?chkin=2022-11-10&chkout=2022-11-11&x_pwa=1&rfrr=HSR&pwa_ts=1667499027940&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jb20vSG90ZWwtU2VhcmNo&useRewards=true&rm1=a2&regionId=180439&destination=Ibarra%2C+Ibarra%2C+Imbabura%2C+Ecuador&destType=MARKET&sort=RECOMMENDED&top_dp=60&top_cur=USD&userIntent=&selectedRoomType=221119650&selectedRatePlan=294066025,Hotel Doña Esther,68,4.6,"Juan Montalvo 4-44, Simon Bolivar, Otavalo, Imbabura, 100201",More travel,ibarra,2
9,2022-11-03,hotel,https://www.expedia.com///Ibarra-Hotels-Loma-Wasi-Village.h9790279.Hotel-Information?chkin=2022-11-10&chkout=2022-11-11&x_pwa=1&rfrr=HSR&pwa_ts=1667499027940&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jb20vSG90ZWwtU2VhcmNo&useRewards=true&rm1=a2&regionId=180439&destination=Ibarra%2C+Ibarra%2C+Imbabura%2C+Ecuador&destType=MARKET&sort=RECOMMENDED&top_dp=30&top_cur=USD&userIntent=&selectedRoomType=201316570&selectedRatePlan=206387250,Loma Wasi Village,30,4.3,"Tunibamba, Cotacachi, Imbabura, 100302",More travel,ibarra,2
10,2022-11-03,hotel,https://www.expedia.com///Ibarra-Hotels-Hotel-Indio-Inn.h34966974.Hotel-Information?chkin=2022-11-10&chkout=2022-11-11&x_pwa=1&rfrr=HSR&pwa_ts=1667499027938&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jb20vSG90ZWwtU2VhcmNo&useRewards=true&rm1=a2&regionId=180439&destination=Ibarra%2C+Ibarra%2C+Imbabura%2C+Ecuador&destType=MARKET&sort=RECOMMENDED&top_dp=66&top_cur=USD&userIntent=&selectedRoomType=220842255&selectedRatePlan=292174386,Hotel Indio Inn,66,4.2,"BOLIVAR, ABDON CALDERON, Otavalo, Imbabura Province, 100201",More travel,ibarra,2
0,2022-10-31,hotel,https://www.expedia.com///Manta-Hotels-Wyndham-Manta-Sail-Plaza-Hotel-Convention-Center.h17793054.Hotel-Information?chkin=2022-11-02&chkout=2022-11-03&x_pwa=1&rfrr=HSR&pwa_ts=1667277360908&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jb20vSG90ZWwtU2VhcmNo&useRewards=true&rm1=a2&regionId=6053676&destination=Manta%2C+Manta%2C+Manabi%2C+Ecuador&destType=MARKET&sort=RECOMMENDED&top_dp=139&top_cur=USD&userIntent=&selectedRoomType=220836096&selectedRatePlan=292206906,Wyndham Manta Sail Plaza Hotel & Convention Center,139,3.8,"Via Barbasquillo junto a Mykonos, Manta, Manabi, 130802",More travel,manta,2
1,2022-10-31,hotel,https://www.expedia.com///Manta-Hotels-Mantahost-Hotel.h15904308.Hotel-Information?chkin=2022-11-02&chkout=2022-11-03&x_pwa=1&rfrr=HSR&pwa_ts=1667277360906&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jb20vSG90ZWwtU2VhcmNo&useRewards=true&rm1=a2&regionId=6053676&destination=Manta%2C+Manta%2C+Manabi%2C+Ecuador&destType=MARKET&sort=RECOMMENDED&top_dp=109&top_cur=USD&userIntent=&selectedRoomType=201656665&selectedRatePlan=383079902,Mantahost Hotel,121,4.3,"Km. 1.5 vía Barbasquillo, Manta, Manabí, 130212",More travel,manta,2
2,2022-10-31,hotel,https://www.expedia.com///Manta-Hotels-Balandra-Hotel.h11881166.Hotel-Information?chkin=2022-11-02&chkout=2022-11-03&x_pwa=1&rfrr=HSR&pwa_ts=1667277360908&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jb20vSG90ZWwtU2VhcmNo&useRewards=true&rm1=a2&regionId=6053676&destination=Manta%2C+Manta%2C+Manabi%2C+Ecuador&destType=MARKET&sort=RECOMMENDED&top_dp=124&top_cur=USD&userIntent=&selectedRoomType=201213247&selectedRatePlan=205742098,Balandra Hotel,154,4.5,"Avenida 7 Calle 20, Manta",More travel,manta,2
3,2022-10-31,hotel,https://www.expedia.com///Manta-Hotels-Hotel-Perla-Spondylus.h9697539.Hotel-Information?chkin=2022-11-02&chkout=2022-11-03&x_pwa=1&rfrr=HSR&pwa_ts=1667277360908&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jb20vSG90ZWwtU2VhcmNo&useRewards=true&rm1=a2&regionId=6053676&destination=Manta%2C+Manta%2C+Manabi%2C+Ecuador&destType=MARKET&sort=RECOMMENDED&top_dp=193&top_cur=USD&userIntent=&selectedRoomType=320061321&selectedRatePlan=387409204,Hotel Perla Spondylus,193,4.7,"Avenida 3 y Calle 15, Manta, Manabi, 130802",More travel,manta,2
4,2022-10-31,hotel,https://www.expedia.com///Manta-Hotels-Golden-Mar-Hostal.h38219030.Hotel-Information?chkin=2022-11-02&chkout=2022-11-03&x_pwa=1&rfrr=HSR&pwa_ts=1667277360908&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jb20vSG90ZWwtU2VhcmNo&useRewards=true&rm1=a2&regionId=6053676&destination=Manta%2C+Manta%2C+Manabi%2C+Ecuador&destType=MARKET&sort=RECOMMENDED&top_dp=75&top_cur=USD&userIntent=&selectedRoomType=218761093&selectedRatePlan=278227484,Golden Mar Hostal,75,4.3,"Av. M1 y Calle 24 frente a Ed. Santorini, Manta, EC130802",More travel,manta,2
5,2022-10-31,hotel,https://www.expedia.com///Manta-Hotels-Hostal-Venecia-Tu-Casa-En-Manta.h62977013.Hotel-Information?chkin=2022-11-02&chkout=2022-11-03&x_pwa=1&rfrr=HSR&pwa_ts=1667277360909&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jb20vSG90ZWwtU2VhcmNo&useRewards=true&rm1=a2&regionId=6053676&destination=Manta%2C+Manta%2C+Manabi%2C+Ecuador&destType=MARKET&sort=RECOMMENDED&top_dp=28&top_cur=USD&userIntent=&selectedRoomType=226557553&selectedRatePlan=250440415,Hostal Venecia- Tu Casa en Manta,28,5.0,"Av. 114 calle J-6, Al lado de La casa del Radiador, Manta, Manabí, 130804",More travel,manta,2
6,2022-10-31,hotel,https://www.expedia.com///Manta-Hotels-Villa-Kite.h12858354.Hotel-Information?chkin=2022-11-02&chkout=2022-11-03&x_pwa=1&rfrr=HSR&pwa_ts=1667277360908&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jb20vSG90ZWwtU2VhcmNo&useRewards=true&rm1=a2&regionId=6053676&destination=Manta%2C+Manta%2C+Manabi%2C+Ecuador&destType=MARKET&sort=RECOMMENDED&top_dp=85&top_cur=USD&userIntent=&selectedRoomType=201345155&selectedRatePlan=206543673,Villa Kite,85,3.8,"Malecón Santa Marianita, Santa Marianita, Manabi",More travel,manta,2
7,2022-10-31,hotel,https://www.expedia.com///Manta-Hotels-Soga-Hostal.h36788952.Hotel-Information?chkin=2022-11-02&chkout=2022-11-03&x_pwa=1&rfrr=HSR&pwa_ts=1667277360909&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jb20vSG90ZWwtU2VhcmNo&useRewards=true&rm1=a2&regionId=6053676&destination=Manta%2C+Manta%2C+Manabi%2C+Ecuador&destType=MARKET&sort=RECOMMENDED&top_dp=39&top_cur=USD&userIntent=&selectedRoomType=219953733&selectedRatePlan=286222347,Soga Hostal,39,4.9,"Santa Marianita, Santa Marianita, Manabi",More travel,manta,2
8,2022-10-31,hotel,https://www.expedia.com///Manta-Hotels-The-Cottages-By-The-Sea.h17863788.Hotel-Information?chkin=2022-11-02&chkout=2022-11-03&x_pwa=1&rfrr=HSR&pwa_ts=1667277360909&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jb20vSG90ZWwtU2VhcmNo&useRewards=true&rm1=a2&regionId=6053676&destination=Manta%2C+Manta%2C+Manabi%2C+Ecuador&destType=MARKET&sort=RECOMMENDED&top_dp=119&top_cur=USD&userIntent=&selectedRoomType=202053056&selectedRatePlan=210701794,The Cottages by the sea,119,4.8,"Avenida Quito Norte, Oceanfront, San Alejo, Charapoto, Manabi, 100001",More travel,manta,2
